cultivar,orchard_id,location,flag,month,diff_mean_PrDCAgtCA_flag1_minus_flag0,ci_low,ci_high
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,September,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,October,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,November,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,December,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,January,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,February,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,March,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,April,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,May,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,June,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,July,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_heat,August,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,September,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,October,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,November,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,December,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,January,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,February,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,March,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,April,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,May,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,June,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,July,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cold,August,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,September,0.0015009000000000005,0.0011999999999999997,0.0017999999999999995
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,October,0.0006048000000000024,-0.0009999999999999974,0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,November,-0.0007480500000000005,-0.001400000000000002,-9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,December,-0.32611559999999995,-0.6218,-0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,January,-0.31712789999999996,-0.6086999999999999,-0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,February,-0.3274192,-0.6219,-0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,March,-0.26452190000000003,-0.7587,0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,April,-0.26127175,-0.7555000000000001,0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,May,-0.25897384999999995,-0.7525,0.2316
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,June,-0.14458184999999998,-0.3011,0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,July,-0.140735,-0.29619999999999996,0.0138
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,August,-0.14362270000000002,-0.3032,0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,September,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,October,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,November,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,December,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,January,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,February,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,March,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,April,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,May,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,June,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,July,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,August,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,September,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,October,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,November,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,December,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,January,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,February,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,March,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,April,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,May,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,June,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,July,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,August,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,September,0.0002973000000000008,-0.0005999999999999998,0.0011999999999999997
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,October,-0.0021032999999999976,-0.003199999999999998,-0.0009999999999999974
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,November,-0.0013498500000000031,-0.001400000000000002,-0.0013000000000000025
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,December,-0.6056517000000001,-0.6218,-0.5896
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,January,-0.5950090499999999,-0.6086999999999999,-0.5813999999999999
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,February,-0.60449795,-0.6219,-0.5871999999999999
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,March,-0.8723900499999998,-0.9854,-0.7587
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,April,-0.870845,-0.9855,-0.7555000000000001
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,May,-0.8686473999999998,-0.9841,-0.7525
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,June,-0.30661649999999996,-0.3121,-0.3011
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,July,-0.30312069999999997,-0.31,-0.29619999999999996
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,August,-0.31072249999999996,-0.3182,-0.3032
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,September,0.0015009000000000005,0.0011999999999999997,0.0017999999999999995
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,October,0.0006048000000000024,-0.0009999999999999974,0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,November,-0.0007480500000000005,-0.001400000000000002,-9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,December,-0.32611559999999995,-0.6218,-0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,January,-0.31712789999999996,-0.6086999999999999,-0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,February,-0.3274192,-0.6219,-0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,March,-0.26452190000000003,-0.7587,0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,April,-0.26127175,-0.7555000000000001,0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,May,-0.25897384999999995,-0.7525,0.2316
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,June,-0.14458184999999998,-0.3011,0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,July,-0.140735,-0.29619999999999996,0.0138
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,August,-0.14362270000000002,-0.3032,0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,September,-0.0012017999999999996,-0.0017999999999999995,-0.0005999999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,October,-0.0026985,-0.003199999999999998,-0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,November,-0.0005979000000000024,-0.0013000000000000025,9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,December,-0.2777673000000001,-0.5896,0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,January,-0.27613695,-0.5813999999999999,0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,February,-0.27531715000000007,-0.5871999999999999,0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,March,-0.60491195,-0.9854,-0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,April,-0.60661675,-0.9855,-0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,May,-0.6067212500000001,-0.9841,-0.2316
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,June,-0.16109835,-0.3121,-0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,July,-0.16145569999999998,-0.31,-0.0138
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,August,-0.1661452,-0.3182,-0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,September,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,October,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,November,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,December,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,January,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,February,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,March,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,April,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,May,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,June,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,July,,,
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,August,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,September,-0.0012017999999999996,-0.0017999999999999995,-0.0005999999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,October,-0.0026985,-0.003199999999999998,-0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,November,-0.0005979000000000024,-0.0013000000000000025,9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,December,-0.2777673000000001,-0.5896,0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,January,-0.27613695,-0.5813999999999999,0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,February,-0.27531715000000007,-0.5871999999999999,0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,March,-0.60491195,-0.9854,-0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,April,-0.60661675,-0.9855,-0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,May,-0.6067212500000001,-0.9841,-0.2316
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,June,-0.16109835,-0.3121,-0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,July,-0.16145569999999998,-0.31,-0.0138
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,August,-0.1661452,-0.3182,-0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,September,-0.0012017999999999996,-0.0017999999999999995,-0.0005999999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,October,-0.0026985,-0.003199999999999998,-0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,November,-0.0005979000000000024,-0.0013000000000000025,9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,December,-0.2777673000000001,-0.5896,0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,January,-0.27613695,-0.5813999999999999,0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,February,-0.27531715000000007,-0.5871999999999999,0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,March,-0.60491195,-0.9854,-0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,April,-0.60661675,-0.9855,-0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,May,-0.6067212500000001,-0.9841,-0.2316
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,June,-0.16109835,-0.3121,-0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,July,-0.16145569999999998,-0.31,-0.0138
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,August,-0.1661452,-0.3182,-0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,September,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,October,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,November,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,December,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,January,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,February,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,March,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,April,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,May,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,June,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,July,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,August,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,September,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,October,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,November,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,December,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,January,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,February,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,March,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,April,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,May,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,June,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,July,,,
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,August,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,September,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,October,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,November,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,December,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,January,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,February,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,March,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,April,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,May,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,June,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,July,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,August,,,
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,September,0.0015009000000000005,0.0011999999999999997,0.0017999999999999995
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,October,0.0006048000000000024,-0.0009999999999999974,0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,November,-0.0007480500000000005,-0.001400000000000002,-9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,December,-0.32611559999999995,-0.6218,-0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,January,-0.31712789999999996,-0.6086999999999999,-0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,February,-0.3274192,-0.6219,-0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,March,-0.26452190000000003,-0.7587,0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,April,-0.26127175,-0.7555000000000001,0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,May,-0.25897384999999995,-0.7525,0.2316
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,June,-0.14458184999999998,-0.3011,0.011000000000000003
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,July,-0.140735,-0.29619999999999996,0.0138
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,August,-0.14362270000000002,-0.3032,0.015000000000000003
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,September,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,October,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,November,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,December,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,January,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,February,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,March,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,April,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,May,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,June,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,July,,,
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,August,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,September,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,October,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,November,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,December,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,January,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,February,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,March,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,April,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,May,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,June,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,July,,,
Honeycrisp,HC_O1,Othello (Adams County),frost,August,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,September,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,October,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,November,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,December,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,January,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,February,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,March,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,April,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,May,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,June,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,July,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,August,,,
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,September,-0.0015009000000000005,-0.0017999999999999995,-0.0011999999999999997
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,October,-0.0006048000000000024,-0.0022000000000000006,0.0009999999999999974
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,November,0.0007480500000000005,9.99999999999994e-05,0.001400000000000002
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,December,0.32611559999999995,0.03219999999999999,0.6218
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,January,0.31712789999999996,0.027300000000000005,0.6086999999999999
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,February,0.3274192,0.03470000000000001,0.6219
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,March,0.26452190000000003,-0.22669999999999998,0.7587
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,April,0.26127175,-0.22999999999999998,0.7555000000000001
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,May,0.25897384999999995,-0.2316,0.7525
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,June,0.14458184999999998,-0.011000000000000003,0.3011
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,July,0.140735,-0.0138,0.29619999999999996
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,August,0.14362270000000002,-0.015000000000000003,0.3032
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,September,0.0015009000000000005,0.0011999999999999997,0.0017999999999999995
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,October,0.0006048000000000024,-0.0009999999999999974,0.0022000000000000006
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,November,-0.0007480500000000005,-0.001400000000000002,-9.99999999999994e-05
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,December,-0.32611559999999995,-0.6218,-0.03219999999999999
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,January,-0.31712789999999996,-0.6086999999999999,-0.027300000000000005
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,February,-0.3274192,-0.6219,-0.03470000000000001
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,March,-0.26452190000000003,-0.7587,0.22669999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,April,-0.26127175,-0.7555000000000001,0.22999999999999998
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,May,-0.25897384999999995,-0.7525,0.2316
